"Name","Spin","Remnant Mass","ExF0","ExF1","ExF2","ExF3","ExF4","ExF5","ExF6","ExF7"
1204,0.673150014531,0.959342975971,0.02702497755254263+0.16478443492876385*I,0.15598081070912828-1.0117864300532295*I,-1.5191896752584573+3.726638676422225*I,6.667801750105268-10.948197158954548*I,-18.55591092474839+27.473295378852736*I,36.67379715924212-52.39179439707384*I,-65.86312324803515+73.27763698602423*I,115.5810953590623-76.74171044446773*I
1205,0.698879139772,0.948953648281,-0.004404908741079863+0.18420473801714243*I,0.43083479148891884-1.0928622697949097*I,-2.8692471877017147+3.8099961831193663*I,11.661612833482877-10.534126180591834*I,-32.773759852598694+26.254741888705656*I,64.8619433851477-49.442003632871796*I,-109.19571086723903+60.36211318755936*I,171.47118494660998-36.72922844966985*I
1206,0.698065225086,0.949112553741,-0.0032510448414770077+0.18364408180993436*I,0.4208596852233798-1.0911640700121592*I,-2.8208337258988028+3.81356735535572*I,11.483166456705753-10.576331367078865*I,-32.25670084894157+26.379203194975506*I,63.83942771208954-49.70983605431191*I,-107.68783651558944+61.09781095329228*I,169.71027087343478-38.57183843592576*I
1207,0.657525903964,0.957731674481,0.04154798345078368+0.15203107171164407*I,0.0267795581207822-0.943964569034474*I,-0.8758438988172824+3.535984779977425*I,4.292037868821063-10.542759705133285*I,-11.98468988188743+26.338613618355463*I,23.61205643893181-50.34532757224703*I,-44.570210936688845+73.4669123695792*I,84.6446147011279-86.49993775798453*I
1212,0.713443230361,0.949912653573,-0.02698903350429381+0.193306164725129*I,0.6241382262128703-1.109770474861088*I,-3.796387670139294+3.6527435712853222*I,15.054617631131151-9.33926782171864*I,-42.726839878019646+22.683262407115837*I,84.51216577815262-41.95243653095416*I,-137.1377525949225+42.449584428501346*I,201.29187367916956+3.896016180926196*I
1214,0.740394014309,0.94854128367,-0.07920343359012472+0.20306747830744548*I,1.0549264756474295-1.0462129593649405*I,-5.759036530415996+2.7301072568606215*I,21.91678098152-4.163612985910925*I,-63.586360226588084+6.5470253229899384*I,125.49574772993819-9.14838311679793*I,-187.594318575439-21.40583799836911*I,232.59490081509588+122.62810536751678*I
1215,0.684736846707,0.953790585187,0.014117135399755273+0.17389278220897145*I,0.26964206107437855-1.0544439750629262*I,-2.081124701807697+3.808931700575405*I,8.748626373149584-10.971663202838009*I,-24.416310047847105+27.536405144391857*I,48.308201775551666-52.3085716176351*I,-84.18774673742092+69.84972037094361*I,140.440167249003-63.0439825659121*I
1217,0.728104558491,0.944725541218,-0.05364687222727202+0.2000645704624421*I,0.8471598890449615-1.0938694066455574*I,-4.833713785796604+3.2725302939413137*I,18.759007290444117-7.093009874276636*I,-53.86354272144183+15.791317274340468*I,106.41878756558137-27.836406590395463*I,-165.67582993332442+13.454587067519242*I,224.19256730988826+61.07851706533485*I
1218,0.697535710128,0.949216803834,-0.0025063592350174357+0.1832768291754721*I,0.4144179434419644-1.0900193307008839*I,-2.7895343322256294+3.8156244034261997*I,11.367759242168873-10.602578816198202*I,-31.92270497145348+26.456464391622646*I,63.17836745796849-49.87640108245766*I,-106.7110137316114+61.56370311901459*I,168.55637789954875-39.74753746235807*I
1223,0.70151911989,0.951348531764,-0.008224440241250755+0.18599003068283138*I,0.4637856664530372-1.0978784617203594*I,-3.0288179237542114+3.7949595489612524*I,12.249060025982178-10.380865553899444*I,-34.48018933616043+25.801670000134347*I,68.2359285894975-48.47461742568287*I,-114.13388703453535+57.7985641824712*I,177.1551870247805-30.457642975497343*I
1224,0.689534006391,0.952636451112,0.008189997215241732+0.17751272706979163*I,0.3214737460350191-1.0694286609581622*I,-2.3357923605925914+3.8232852291998562*I,9.691338240977739-10.888910761273435*I,-27.10179958259406+27.295590692752167*I,53.6324861943276-51.729618533876945*I,-92.36922950688505+67.3657627659764*I,150.9873489531262-55.41422634443587*I
1348,0.722890238766,0.960158070535,-0.04369724199905872+0.1980012062201149*I,0.7646234464434902-1.1040233200143859*I,-4.454482217198057+3.437549779931623*I,17.420126404783833-8.031801031017263*I,-49.80541186985771+18.695281540940577*I,98.44487976054646-33.75542973196927*I,-155.6478780044843+25.204738585868867*I,217.26601922822076+38.74619599448185*I
1350,0.739312068853,0.952281256458,-0.07683344877095007+0.20292231575615727*I,1.0359330024485043-1.0518985746643028*I,-5.676404617127387+2.78736007924223*I,21.642671254644267-4.465624509695392*I,-62.733814220188954+7.511827103133307*I,123.82363509920606-11.090637459335774*I,-185.81111061648778-17.903158770628167*I,232.4027961010221+116.70479339274337*I
1352,0.723800677059,0.948540893895,-0.04539666343938159+0.19839095505258825*I,0.7787807866095384-1.1026365749500797*I,-4.5199545340023395+3.4112654593651284*I,17.652736924741745-7.879737821371564*I,-50.50779101432865+18.22712677950551*I,99.82572126136196-32.79880899462874*I,-157.41527427614048+23.27423639839911*I,218.5921488716597+42.48046078396141*I
1353,0.69224164399,0.951977541049,0.004685892722205778+0.17950523783853378*I,0.35200487567115074-1.0770558676084268*I,-2.4852812941645026+3.8253888221027026*I,10.244223483457942-10.814058212353332*I,-28.685404783672812+27.0771520597769*I,56.769981473203785-51.23499113357589*I,-97.12967586778552+65.64786829936949*I,156.95016195120868-50.54103284730383*I
1355,0.686053505285,0.951500091142,0.012525506191538763+0.1748968705930225*I,0.28358220480816215-1.0587351738894692*I,-2.149729119513772+3.8141566480800693*I,9.00265917914018-10.954975010456868*I,-25.138083008168543+27.48786032716571*I,49.739461719903865-52.185725779768966*I,-86.39905936314531+69.23562459569132*I,143.32871710100952-61.07633090607141*I
1356,0.68692135924,0.951803989399,0.011461921625466054+0.17555444990045804*I,0.2928881581411854-1.06149048486576*I,-2.19548072678256+3.8170803242931566*I,9.172040775598548-10.941534340572872*I,-25.620145659903564+27.448791927684844*I,50.69519930405848-52.089862392498226*I,-87.87105851303082+68.80311948488375*I,145.2354920769771-59.72920253928011*I
1357,0.686469814726,0.951943772847,0.012016735909758047+0.17521273661455355*I,0.28803536259668205-1.0600632397844882*I,-2.171623959162395+3.8156154846874526*I,9.083719933835447-10.948777982460562*I,-25.368738231165995+27.469876135386002*I,50.196713548000425-52.141018540964225*I,-87.10546241502779+69.03144236349901*I,144.24738303765852-60.439592452095724*I
1358,0.686497522206,0.951263356267,0.011982706818504704+0.1752337401723606*I,0.2883318175027351-1.0601516167372025*I,-2.1730847664912796+3.8157043605603893*I,9.089123931604409-10.94833987906358*I,-25.384126535394255+27.468605433693305*I,50.22736725101639-52.13812262578656*I,-87.15173897073637+69.0170844683632*I,144.3054865851001-60.39036153239989*I
1359,0.687599587625,0.95166040782,0.010622700972991977+0.17606596498860022*I,0.3002265012836862-1.06360329332384*I,-2.231534568580292+3.8190672346377426*I,9.305507978648722-10.929655782790926*I,-26.00040603106145+27.414220822648026*I,51.449343496228074-52.00696072374268*I,-89.02946667092172+68.45050173638062*I,146.72825897066474-58.64397164753455*I
1360,0.68480391891,0.951572754893,0.014036673542515699+0.17394407094307848*I,0.2703471626359011-1.0546653263579555*I,-2.0845975687811475+3.8092260141642655*I,8.761491599448844-10.970934456255266*I,-24.452793429995307+27.534299178055853*I,48.38057279389615-52.3031849241863*I,-84.29774144066563+69.81807873441505*I,140.59048752292176-62.94979460585242*I
1361,0.685296767665,0.951250753665,0.01344343994194272+0.1743206544360336*I,0.2755442520212886-1.0562850455080812*I,-2.110180813059114+3.8112729490416237*I,8.856222752858615-10.965108792130986*I,-24.72190540858657+27.517337486280475*I,48.913998082960845-52.259366925480336*I,-85.124735218252+69.59453122659238*I,141.66448775091342-62.22462992323189*I
1362,0.687392122406,0.952230540945,0.010880146626851106+0.17590976728996202*I,0.29797642188875106-1.0629605120429568*I,-2.22047836674215+3.8184898331482175*I,9.264580048777766-10.933411375079*I,-25.883803341199023+27.42517564447584*I,51.217729385989635-52.032925288455544*I,-88.67555159367673+68.56086240080185*I,146.27388342467918-58.97147470225737*I
1363,0.686065767534,0.952282055784,0.012510594305505787+0.17490618366653*I,0.2837133132539846-1.058774020973122*I,-2.150372874208963+3.814205464653743*I,9.00503828426103-10.954800406401516*I,-25.144890987359634+27.48735287492358*I,49.75284778131523-52.184135105566085*I,-86.41914898075112+69.22935854493511*I,143.36111090049116-61.05330079174246*I
1383,0.749734045686,0.958713193021,-0.10062643360750198+0.20319494848476405*I,1.2238246674983642-0.9834261235450927*I,-6.473495627883745+2.1503609291710677*I,24.19760737002307-1.1636448282845233*I,-70.73958199182307-3.1694702257581433*I,139.53450513975923+10.34216447898487*I,-201.15502291849174-55.4032300182257*I,228.70961090362374+177.4880289240619*I
1384,0.731111788254,0.962305051008,-0.05962547454572198+0.20105676664701816*I,0.8963274983199685-1.0854577255271698*I,-5.056691685975861+3.1606780651542925*I,19.535707387823386-6.473475775819741*I,-56.23518411939388+13.858302176971321*I,111.07503353880111-23.91180055049142*I,-171.31738383871834+5.888362467638515*I,227.37574750141414+74.97904466006814*I
1385,0.685936799629,0.952017533423,0.012667664303334922+0.17480818005657955*I,0.28233775590571475-1.058360118623889*I,-2.1436102540667408+3.8137334156671656*I,8.979988447989484-10.956627989339756*I,-25.073684098892585+27.492726553196665*I,49.611740021811414-52.19742303339708*I,-86.2021967791054+69.2927555038344*I,143.0699799575304-61.253788362614685*I
1386,0.688503789655,0.950974085115,0.009492854740320134+0.1767445819110159*I,0.31009922941250995-1.066364507719471*I,-2.280005069184149+3.821313861770801*I,9.48490478925578-10.911893336268113*I,-26.512132003089256+27.362520917666924*I,52.46359987491602-51.88494021750499*I,-90.58375829443693+67.95930689885668*I,148.71737583390603-57.16006379977074*I
1387,0.732852829325,0.962533545175,-0.06316785095482233+0.20155948481005143*I,0.9253029542273096-1.079673471677049*I,-5.187000093717476+3.090005259640209*I,19.985469439273473-6.087139323321953*I,-57.6144239125955+12.646639549819428*I,113.7820327277656-21.45707647588489*I,-174.51544402180446+1.2316910507073118*I,228.92016548866545+83.36713608085101*I
1388,0.748967840459,0.957723103806,-0.09880421363993305+0.2032660479956847*I,1.2096623542770215-0.9895579006694315*I,-6.4151097905114565+2.2039749567229565*I,24.018197414370828-1.4373634804240432*I,-70.17322809031258-2.273338910727567*I,138.42164594490345+8.549119796155587*I,-200.18899274364261-52.352744279255475*I,229.44153323739005+172.7473883038342*I
1390,0.659300052052,0.95538709628,0.04005327695398476+0.15349288538363404*I,0.04014653828643866-0.9520958170822227*I,-0.9425789318520807+3.561161687005022*I,4.537854121762298-10.605391903173421*I,-12.65823378696114+26.5127902477317*I,24.951429410856488-50.67150595162582*I,-46.78918621947842+73.6505536241518*I,87.98193064561276-85.80904879417628*I
1392,0.690033889672,0.953231758095,0.007551792699968127+0.1778835773415942*I,0.32703965210833713-1.0708833584395823*I,-2.3630774307954865+3.824015550954665*I,9.792297581251523-10.876687848850061*I,-27.390443271736416+27.259973413351045*I,54.204170793060314-51.64771182039195*I,-93.23939865913425+67.06697504980268*I,152.08821499105602-54.536692087789824*I
1393,0.674827096953,0.956827870831,0.025275069535190965+0.16612795687883375*I,0.1714535050315975-1.0184451869496183*I,-1.5959330221681618+3.742198395285614*I,6.95185813129718-10.968693930480413*I,-19.35031978888867+27.531123252762036*I,38.251964210991865-52.47929086384462*I,-68.38439021364424+72.98208575241581*I,119.10371290829168-75.14353454987172*I
1395,0.721546660745,0.952329831746,-0.041218319762207675+0.19740437151825233*I,0.7439234782452279-1.10578950976728*I,-4.358474082890591+3.4744635084075925*I,17.07805312363232-8.247406006011808*I,-48.774582524364234+19.357706063212*I,96.41805052264317-35.11051837151611*I,-153.03041568353848+27.964825233847854*I,215.24288615185606+33.358908706725444*I
1396,0.72977465918,0.951553272627,-0.05694527329171588+0.20063456880969865*I,0.8743266612200643-1.0894404519064604*I,-4.9572018404198195+3.2119834629177646*I,19.190190839757456-6.756283191503873*I,-55.17864514574885+14.74224330690305*I,109.00102827860077-25.70536952614419*I,-168.82428644920714+9.326167294384177*I,226.04440324638227+68.69689270263805*I
1398,0.711720617788,0.949868706129,-0.024121102292121555+0.19233511298926032*I,0.5998007211185936-1.1092601319949433*I,-3.680929165857825+3.6815304954549926*I,14.635247516181035-9.528516362573875*I,-41.48400571634045+23.254271206475078*I,82.06209567363359-43.1361362171681*I,-133.76542757377914+45.07962471044745*I,198.01983268344517-1.7025207027338354*I
1401,0.740320584611,0.948991999754,-0.07904184612042268+0.20305842443889355*I,1.053633534719554-1.046607756734409*I,-5.753425236101595+2.734053684565289*I,21.89822261195451-4.184401941397109*I,-63.528543875721965+6.613432042285261*I,125.38241601554662-9.282145207214*I,-187.4736717258417-21.164207327827867*I,232.58753548504245+122.22445314601273*I
1404,0.676645172215,0.95279431038,0.023333786647727728+0.16757613686640702*I,0.18859393402666141-1.0254945452816735*I,-1.680868393619273+3.7577765507993757*I,7.2663054263267375-10.984866118651269*I,-20.231829249739075+27.576752877803276*I,40.002802211908616-52.539054212525066*I,-71.16719232191372+72.58680278182774*I,122.95021863251144-73.26999633368752*I
1405,0.71149723912,0.951825433902,-0.02375321532119777+0.19220691289827044*I,0.5966746886566935-1.1091600477084775*I,-3.6660657959093728+3.6850461249896*I,14.581187063707846-9.552034645245785*I,-41.3239728047136+23.32505599534806*I,81.7468177728814-43.282890022040355*I,-133.3273705804975+45.41009120809279*I,197.5900757852629-2.4177532468144918*I
1406,0.737750580915,0.948472991122,-0.07345412451829092+0.20266920135461772*I,1.0087507001336409-1.059563667478597*I,-5.557404009396096+2.866584187135606*I,21.244825431947078-4.885751299076615*I,-61.49942287856685+8.849594265170978*I,121.40309921414129-13.78642290578609*I,-183.17608395535956-13.0014869455769*I,231.91446384582946+108.335706536065*I
1412,0.734186618143,0.951204006094,-0.06592204677154191+0.20190725654199965*I,0.9477486133356845-1.0747689794908015*I,-5.287352679500988+3.032818832552326*I,20.32959986165454-5.776996463581047*I,-58.67269570183059+11.67058343013327*I,115.85792523863873-19.482406653500156*I,-176.92697721265404-2.476794853748828*I,229.9468837571409+89.97520665513957*I
1417,0.687781374859,0.969845466604,0.010396536428476183+0.17620273919452598*I,0.3022039823785548-1.0641633539364204*I,-2.2412421268798948+3.8195598755985536*I,9.341435884084763-10.926256349178413*I,-26.10286199822484+27.40434664790086*I,51.65220983549747-51.9833301034569*I,-89.3412111641602+68.35392247206903*I,147.1283513669008-58.34295932483254*I
1426,0.650442472844,0.983986155804,0.04714924253169035+0.146184827633567*I,-0.023458655211731072-0.9107191897705371*I,-0.6247073226733006+3.428541587724746*I,3.3688874748364146-10.259890308214512*I,-9.469079715203522+25.555520683498983*I,18.610264317708477-48.859924497072285*I,-36.211417185926166+72.32716961083747*I,71.93125706346878-88.33339778655181*I
1441,0.721396537851,0.982851750298,-0.0409434106699844+0.19733613757601748*I,0.741626041385198-1.1059664025102114*I,-4.347794773094191+3.47845089367624*I,17.039930190273168-8.270861486717838*I,-48.65986527762526+19.42971796253766*I,96.19238130117085-35.25821675580009*I,-152.7372005686234+28.265490345879265*I,215.0038132875642+32.758480525906094*I
1474,0.734291998891,0.948672662888,-0.06614117166661593+0.20193327591772137*I,0.9495310917148695-1.0743641819631191*I,-5.295299271037647+3.028184728431196*I,20.356770042126964-5.751958275833285*I,-58.75633312271099+11.591674429312759*I,116.02206818494022-19.322751824785897*I,-177.1158312668336-2.7749680679186213*I,230.01730112048173+90.49811440286318*I
1476,0.684161960564,0.951174425588,0.01480379305577302+0.17345204851337137*I,0.2636229868643834-1.0525304666050206*I,-2.0514797664553757+3.806364142113098*I,8.63884266180701-10.977592270962102*I,-24.10481619535636+27.553658059364498*I,47.69015727476305-52.35422972895835*I,-83.22801787641592+70.10104856286011*I,139.18995199778024-63.8731988907033*I
1485,0.678301360832,0.966520418653,0.02152474413137008+0.16888710738443716*I,0.20454538307495024-1.0317540237880274*I,-1.759825368411854+3.7707414089901077*I,7.558671591899913-10.993828918878057*I,-21.053422774826206+27.60194650351909*I,41.63409063943175-52.56052035898619*I,-73.74958663871867+72.16278944204423*I,126.48150098325662-71.43036529719585*I
1486,0.700720481287,0.968667726961,-0.007056539008615595+0.18545551892264656*I,0.4537210257093729-1.0964432131092166*I,-2.980138691054798+3.8000806353233174*I,12.06996254563947-10.429913870146757*I,-33.959207239803405+25.94686771752724*I,67.2058089878758-48.78377770261977*I,-112.63210147488238+58.60200199250587*I,175.44477946231507-32.40524874631012*I
1491,0.650336431596,0.958404333502,0.04722879384398754+0.1460973363072805*I,-0.0241746871725938-0.9102149453826544*I,-0.6211278860780701+3.426859483442091*I,3.3557526279188554-10.255291958384012*I,-9.433482223177666+25.542899460861292*I,18.539561304182097-48.83587504567418*I,-36.092531115269495+72.30649798406894*I,71.75402251904242-88.34688222584715*I
1502,0.72683247019,0.947274038038,-0.05117103240462782+0.19959987796326395*I,0.8267034789118626-1.0968494891429597*I,-4.740281055095135+3.316084783620291*I,18.431097367718703-7.337493047469571*I,-52.86621334363498+16.550599838750564*I,104.46004782939187-29.38071927219628*I,-163.25480615639523+16.47710175534496*I,222.6509697110903+55.425367793017664*I
1504,0.70643200705,0.955507932292,-0.015650890710848978+0.18916418391494846*I,0.5275572608203563-1.1050483973432719*I,-3.3359524571023784+3.7519188484994928*I,13.376216839540469-10.02488966859502*I,-37.77420316043708+24.742990082763836*I,74.7429455335503-46.24067877750009*I,-123.49687301168379+52.25863459335453*I,187.4690770974697-17.537541528727488*I
1505,0.713217054464,0.949110260791,-0.026609395641798095+0.19318050084448227*I,0.6209202797769676-1.1097292072073368*I,-3.781143202042333+3.656695623782434*I,14.999304137877715-9.364930579327496*I,-42.56274568517263+22.760810855217372*I,84.18863645884673-42.11279745123524*I,-136.6937152809779+42.80332172827863*I,200.86732271975438+3.14788327529309*I
1506,0.707003965047,0.949520829991,-0.016542902084760114+0.1895201044722581*I,0.5351910181304351-1.1056860393181613*I,-3.372552939595676+3.7455542889144064*I,13.510187733902235-9.97709253939625*I,-38.167331531434655+24.600241605714245*I,75.51910364271002-45.941599431092925*I,-124.59924476095469+51.545741773351914*I,188.64119047853114-15.91830801951756*I
1508,0.728797080247,0.948610033224,-0.05500802837520696+0.20030651810213818*I,0.8583827741549602-1.09210548787093*I,-4.884809355310512+3.2478925653245128*I,18.93773748775595-6.9555771331358*I,-54.40819463998358+15.36360094289255*I,107.48847369068562-26.96688122030389*I,-166.98594224440603+11.764707013021578*I,224.97196385150016+64.20679885891273*I
1510,0.671946431663,0.95591338694,0.028256994971682783+0.1638161122018526*I,0.14507638721689853-1.006919312480406*I,-1.465054903542526+3.71480149078562*I,6.467489553247242-10.930327784909473*I,-17.996700795311128+27.422928950248146*I,35.56295344623911-52.31042081021687*I,-64.08189828409027+73.4534038392524*I,113.07895951990542-77.8164003223693*I
1511,0.663658051994,0.955231137652,0.03621848736056759+0.1570738052890283*I,0.0743617165262273-0.9716616737899075*I,-1.1132445331859224+3.619561405227513*I,5.16725770282015-10.743008733269043*I,-14.389798795691494+26.8969075019425*I,28.394174763000937-51.38189108289865*I,-52.45455247898892+73.89327135852153*I,96.34791335965583-83.70752894289991*I
1512,0.677529898289,0.960957997607,0.022372296997109797+0.16827747094811418*I,0.19707433431483978-1.02885834243221*I,-1.7228587191155897+3.7648496344121467*I,7.421790309015281-10.990359256669144*I,-20.668514526335134+27.592159702917417*I,40.86994651086898-52.55481396100057*I,-72.5415716774253+72.36744143742568*I,124.84290758039269-72.29154953445178*I
1513,0.66356434223,0.953679527331,0.03630345914320203+0.15699701910413344*I,0.07360559395015714-0.9712473950448128*I,-1.1094726786255942+3.618360496957285*I,5.153331665030781-10.740313739907911*I,-14.351355913423848+26.889351046030015*I,28.31763477356025-51.36803858476519*I,-52.33002301163475+73.89188495060588*I,96.16917957914441-83.75577340820135*I
1514,0.697946215044,0.957055134715,-0.0030833660460973245+0.1835616843406033*I,0.41940918399947297-1.0909090951532796*I,-2.813784404046479+3.8140451341098003*I,11.45718687133672-10.582326725785368*I,-32.18150278779912+26.39683180977937*I,63.690604574844876-49.74760306569992*I,-107.46830319176496+61.20399999735865*I,169.45056950015413-38.83785463255058*I
1518,0.67890854872,0.957103081437,0.02085169682135246+0.16936561147614085*I,0.21047468133451652-1.034009232773877*I,-1.7891518643133955+3.7751833518291424*I,7.667281325856802-10.995700017025756*I,-21.359079006925906+27.607102996080304*I,42.24098709388554-52.559954946985044*I,-74.70687450873655+71.98881763813772*I,127.78326512501253-70.72359834754556*I
1521,0.732926556037,0.96141964475,-0.06331918434211645+0.20157954482823442*I,0.9265383841511946-1.0794125349130583*I,-5.192535044620305+3.0869122346559736*I,20.00451561015606-6.070320156168111*I,-57.67292981935238+12.593779414612161*I,113.89659695793887-21.35008637048746*I,-174.64958148824914+1.029848985982042*I,228.98198393948306+83.73830315483855*I
1524,0.663580558577,0.966472797742,0.03628874423146871+0.1570103031696874*I,0.0737361006483197-0.9713194537645826*I,-1.1101251076430505+3.6185689392952414*I,5.155738876705056-10.740767755874488*I,-14.35804286888117+26.8906691111624*I,28.330793372412145-51.37071299132727*I,-52.35109062408911+73.8930660764776*I,96.19636542560059-83.74476190875828*I
1532,0.732581858102,0.961028369958,-0.06261263807663274+0.2014847793477426*I,0.9207684647768964-1.0806191476433549*I,-5.166664671713994+3.1012940688426607*I,19.915501934315735-6.148627907153286*I,-57.399679967211895+12.839783162020325*I,113.36025626003979-21.84786655413994*I,-174.0204680105183+1.970384214806245*I,228.69852703941103+82.05671041016559*I
1537,0.712671141924,0.962103294062,-0.02569685966494055+0.19287493344127749*I,0.6131812727705878-1.1095965991179781*I,-3.744455434901466+3.6660193712357185*I,14.866121864772097-9.425841165665615*I,-42.16777928709949+22.944689822900763*I,83.41031335168181-42.49371521047794*I,-135.62595305537351+43.64752831423067*I,199.84515210004506+1.358175782450509*I
1543,0.683947277508,0.964579740903,0.015058939769818647+0.1732870499083681*I,0.26138554645749-1.0518101673985698*I,-2.040456176898866+3.805359279875958*I,8.598016150636568-10.97959741468169*I,-23.98905010988658+27.559483673771897*I,47.46037997509986-52.370487211084715*I,-82.8712636065695+70.19300131649476*I,138.70993911105953-64.19219108448794*I
1546,0.69362600332,0.965105254087,0.0028492445248543274+0.18050809800265574*I,0.3679756160039952-1.080704817287489*I,-2.5633138297749363+3.8246661028591378*I,10.532641549278694-10.767374449315067*I,-29.51394759525915+26.94047989117227*I,58.41095002030657-50.931659687300055*I,-99.60231194156992+64.67560396809728*I,159.99599106332545-47.87443451065207*I
1549,0.7050931707,0.962518343803,-0.013585356414107116+0.18831957547697226*I,0.5098624315454805-1.1033867067658825*I,-3.250957825679988+3.7656802560974785*I,13.064818139468429-10.131462875615652*I,-36.8615391652663+25.0607853470358*I,72.94102335476148-46.908458783400135*I,-120.9256357267189+53.87129540246052*I,184.69800120385656-21.222335744567395*I
1552,0.667106284833,0.965756544689,0.03301519901964922+0.15989237126064268*I,0.1028651103363219-0.9866734690347008*I,-1.2552072542632473+3.6619175747727457*I,5.69154173512462-10.833775431605808*I,-15.839462122408385+27.151252256487197*I,31.27597786069484-51.84158059477984*I,-57.15640399459798+73.86616818421133*I,103.1859828511605-81.570017100444*I
1557,0.666109563598,0.965348130149,0.03395677569909172+0.15907934549372246*I,0.09449434841617205-0.982380705515944*I,-1.2135344612573349+3.650047584358524*I,5.537576664744912-10.809298161319058*I,-15.413099583634795+27.08259256317715*I,30.428459705059886-51.718673464465134*I,-55.77686268659494+73.89419631778534*I,101.19067171540188-82.2270340698238*I
1566,0.742719122058,0.95381598122,-0.08437503477532966+0.20329251824202468*I,1.0961661663820181-1.0329270270443218*I,-5.936961101789505+2.6003628692051617*I,22.500510908174114-3.483618023294591*I,-65.40701268419006+4.365465779954047*I,129.06658945453944-4.76153168522594*I,-191.29645661365532-29.230559255853223*I,232.59759254120738+135.65907705671492*I
1567,0.667078034747,0.963447262625,0.03304199876454663+0.15986931599466486*I,0.10262671081221214-0.986551514033803*I,-1.2540191968058085+3.6615863702324605*I,5.687150949627014-10.833098883115541*I,-15.827328882842654+27.149355163494793*I,31.25141703983733-51.83788480139427*I,-57.11714463144931+73.86707591030793*I,103.13492048384103-81.58796921444132*I
1582,0.73600266126,0.962919306446,-0.06972862531831428+0.2023267023519839*I,0.9786485975855129-1.0674106833768406*I,-5.424649997600472+2.950598894885394*I,20.7969643674557-5.334412106385477*I,-60.11397031365212+10.272656329756607*I,118.68522746695044-16.658005389144535*I,-180.1510128230541-7.726299008948757*I,231.0855989797479+99.191221331423*I
1585,0.689333224495,0.961937424724,0.008445148348043371+0.17736347101742825*I,0.3192462537453626-1.0688368817222809*I,-2.3248719636724933+3.8229509638506527*I,9.65093832956786-10.893620772336424*I,-26.986282225211664+27.309302805159174*I,53.40325163680117-51.76136199316191*I,-92.0196727274708+67.48462262288015*I,150.53937192513413-55.761877956697916*I
1587,0.659981128739,0.964737208323,0.03946932217075417+0.15405358442170602*I,0.045363371570707245-0.9551926289693331*I,-0.9686173317286751+3.5706190319409354*I,4.633807545167574-10.628458675640662*I,-12.92160117246562+26.577115337793966*I,25.4750152178973-50.79129124751477*I,-47.65512563313804+73.70580762987923*I,89.26442493458073-85.52199406222479*I
1589,0.724424333574,0.958634939348,-0.046569963472562315+0.1986509924855948*I,0.7885430857113519-1.1015934225511372*I,-4.5649928518173075+3.3926552297887533*I,17.812398212595628-7.77274353888803*I,-50.99051385838794+17.897133566057857*I,100.77464838813646-32.12544621599797*I,-158.62219514866632+21.9214160446383*I,219.46564284563183+45.07904058921044*I
1593,0.681339795316,0.965884849247,0.018103236604218212+0.17126929371449146*I,0.23465609423336103-1.0428067516097745*I,-1.9086346165472228+3.7912929712751042*I,8.10980746412201-10.995163586315078*I,-22.607212495774544+27.604927522211348*I,44.718514628309286-52.5107667523548*I,-78.59798283437397+71.205369553119*I,133.04237164752846-67.72553745992388*I
1594,0.721358277459,0.96221169366,-0.04087344421732042+0.19731870280900096*I,0.741039989519405-1.1060116043720567*I,-4.34507415147508+3.4794637051589254*I,17.030221206036064-8.276816300368345*I,-48.630673169485235+19.447954450474665*I,96.13505015566452-35.295248630930374*I,-152.66157651481868+28.342668720344626*I,214.94778099085406+32.617906360708616*I
1598,0.659936202885,0.96955978807,0.03950807545519535+0.15401655953996493*I,0.045017965147624905-0.9549875783240076*I,-0.9668931599204228+3.569999537594914*I,4.62745091341024-10.626956961150228*I,-12.904156817603436+26.572876738650784*I,25.44046305900085-50.78366392145334*I,-47.596238546635036+73.70341944003557*I,89.1731973662396-85.5453539009787*I
1616,0.744102205318,0.961399807139,-0.08750222963684011+0.20336817247457706*I,1.1209628395179683-1.0243129289983053*I,-6.042905604655967+2.5187246470501417*I,22.84359249106982-3.0586144210726065*I,-66.48043003684992+2.9956414252124404*I,131.17215764879546-2.010850273247364*I,-193.4068582277136-34.08390147814343*I,232.31110525243835+143.6186403581975*I
1618,0.707072352391,0.956981179789,-0.016649872938077737+0.18956246157752188*I,0.5361072923047605-1.1057585295361188*I,-3.3769419553057194+3.744776695577207*I,13.5262486386416-9.971290233664805*I,-38.21452113980072+24.58285339156852*I,75.61241128558129-45.90541859361426*I,-124.7305843128479+51.459243056391834*I,188.7786448439416-15.733326612537567*I
1620,0.673752331729,0.958425386784,0.026401006857227356+0.16526775150990805*I,0.1615006565063964-1.0141942602477725*I,-1.54657572499289+3.7323570151402956*I,6.769158199280925-10.956152164446017*I,-18.839139838651885+27.495730051063695*I,37.2365143870469-52.42646255045752*I,-66.76328153337545+73.17745990620271*I,116.83749202981652-76.18044850974877*I
1622,0.741628344353,0.958298274861,-0.08193546988003518+0.20320196452100586*I,1.0767496789831057-1.039342845164101*I,-5.853446175661307+2.6623843686222277*I,22.227642806904328-3.8079399867821984*I,-64.55498432540756+5.407597097373511*I,127.39554742368759-6.856478687144772*I,-189.58222163452334-25.50822780272307*I,232.66662621648146+129.48414468702003*I
