"Name","Spin","Remnant Mass","Nu0","Nu1","Nu2","Nu3","Nu4","Nu5","Nu6","Nu7"
1386,0.688503789655,0.950974085115,-2.7189687340480444-0.4212042384647795*I,-2.5957457103538424-0.4737551821487635*I,-2.9594820188000157-0.7267192324613284*I,-3.311037459006839-0.8242384389506168*I,-3.6510336898022286-0.8637512706341072*I,-3.975484154243862-0.8987724667132718*I,-4.322360328747447-0.9524629304083161*I,-4.700603379286041-0.999599688765641*I
1387,0.732852829325,0.962533545175,-2.740516855605624-0.5210149759267017*I,-2.460947434943091-0.5312776084841636*I,-2.8972355139762778-0.773352318024651*I,-3.25755892656815-0.8744919507479184*I,-3.594542690142564-0.9134076270912271*I,-3.9027337988646775-0.9495776054278723*I,-4.235510563783001-1.0123133597169283*I,-4.603110797039239-1.0648561396065719*I
1388,0.748967840459,0.957723103806,-2.744194678566565-0.5615900503291056*I,-2.415181374110096-0.5698712750704308*I,-2.871596213717529-0.7933428438328288*I,-3.235540126536607-0.8948317917808087*I,-3.571979408627147-0.9328974531409973*I,-3.8732032881580936-0.9683356982568505*I,-4.19972660301092-1.034872685729289*I,-4.562907912881655-1.0896710854035394*I
1390,0.659300052052,0.95538709628,-2.6965740138091445-0.36909388350271216*I,-2.665734065342847-0.4683056986526984*I,-2.994674754394605-0.7011814087789774*I,-3.34173031504949-0.7947415821593363*I,-3.684343194673487-0.8334079905689616*I,-4.017641999638048-0.86623151744105*I,-4.372037680679033-0.9146930732061602*I,-4.756225549344396-0.9586966765283587*I
1392,0.690033889672,0.953231758095,-2.7199908560603596-0.4242803661303008*I,-2.591481120348209-0.474525362610754*I,-2.9575199542895074-0.7281561839376596*I,-3.3093405434184207-0.8258538541449211*I,-3.649208992275459-0.8653861884777058*I,-3.9731598565072606-0.9004989863196251*I,-4.319609100965643-0.9544761030039935*I,-4.697518898367611-1.0017845459327985*I
1393,0.674827096953,0.956827870831,-2.7090824491763636-0.39516858410214256*I,-2.631257017314887-0.4694383074971062*I,-2.9764836838379676-0.7143326904406769*I,-3.3257987328865086-0.8101204738350553*I,-3.66698372433878-0.8493450963729728*I,-3.9957338801864783-0.8834342018627056*I,-4.346273321342599-0.9346226067414902*I,-4.727396579085229-0.9802604654629291*I
1395,0.721546660745,0.952329831746,-2.7366509749401153-0.49374007584041363*I,-2.495568427305844-0.509197218394366*I,-2.9142151548541033-0.7603885338063044*I,-3.2721089440754634-0.8609450559374158*I,-3.6096895308775756-0.9002523469007592*I,-3.922405644650768-0.9364905827242992*I,-4.259159490741213-0.9967510299572337*I,-4.629675921870773-1.0478180689923975*I
1396,0.72977465918,0.951553272627,-2.739572721522769-0.513485418350453*I,-2.470216229363189-0.5247995810951959*I,-2.901938417921656-0.7697408546961942*I,-3.2615895696357593-0.870747900622024*I,-3.598720493413186-0.909787044225712*I,-3.908172040926208-0.9460072659919014*I,-4.242062167729467-1.0080550404533124*I,-4.610470979614183-1.0601880978367046*I
1398,0.711720617788,0.949868706129,-2.7323859051252004-0.47095129776260025*I,-2.5263605144854524-0.49413068008289507*I,-2.928332651619224-0.7497600909593265*I,-3.2842135360540823-0.849606597447853*I,-3.622423793044414-0.8891174862772507*I,-3.938848848714475-0.9251845310340531*I,-4.2788269210387675-0.9833987924185544*I,-4.65176102531721-1.033243234186011*I
1401,0.740320584611,0.948991999754,-2.7424799878996966-0.539583884026319*I,-2.439117030686354-0.5482730519760567*I,-2.8855700582856723-0.782382957541218*I,-3.2475529162424017-0.8837584532338213*I,-3.5842338494169113-0.9223223068738693*I,-3.8892748093124507-0.9582584060788254*I,-4.219246943287187-1.0227115775250557*I,-4.584838798021563-1.0762753445540023*I
1404,0.676645172215,0.95279431038,-2.7104681032952103-0.3984714054791188*I,-2.626815856953017-0.46978655089708227*I,-2.9742779687047536-0.7159336949297079*I,-3.323877329998826-0.8119650142383852*I,-3.664899990280563-0.8512393968501648*I,-3.993095156719072-0.8854632594195125*I,-4.3431627988734585-0.9369784169407919*I,-4.723913196184683-0.9828120539455925*I
1405,0.71149723912,0.951825433902,-2.7322790260379906-0.47044404404056084*I,-2.5270597587749175-0.4938349840048838*I,-2.928646898516411-0.7495249496830361*I,-3.2844832023694233-0.8493532621952754*I,-3.6227087999771026-0.8888673290457234*I,-3.9392158802830766-0.924928324417521*I,-4.279264955205339-0.9830970849965116*I,-4.652252799060908-1.0329143194740262*I
1406,0.737750580915,0.948472991122,-2.7418559673298457-0.5331464393805545*I,-2.446516366155824-0.5422324026813254*I,-2.8896260870501593-0.7792310973258355*I,-3.251033675277531-0.8805394323535907*I,-3.58780969395806-0.9192326838111765*I,-3.89394975765559-0.9552681814317385*I,-4.224904280191538-1.0191222416339885*I,-4.591194866859332-1.0723301605944993*I
1412,0.734186618143,0.951204006094,-2.7409012328718707-0.5243005963211773*I,-2.4569768955858224-0.5341847189565875*I,-2.8951787588914537-0.7749369406280581*I,-3.2557957302148806-0.8761277204575322*I,-3.592719609848227-0.9149859799474319*I,-3.900357756121641-0.9511261754947375*I,-4.232644577722194-1.0141635284103396*I,-4.59989098761343-1.066885801103419*I
1417,0.687781374859,0.969845466604,-2.7184798713492153-0.4197627989629347*I,-2.5977397944687763-0.4734146541246341*I,-2.9604040951216275-0.726044515860062*I,-3.3118353558241056-0.8234783416194715*I,-3.6518923219121042-0.8629810483401379*I,-3.976577320378742-0.8979580401417737*I,-4.323653816724267-0.9515136649070306*I,-4.7020534217229155-0.9985696611695165*I
1426,0.650442472844,0.983986155804,-2.6890881719216-0.3560052558613352*I,-2.6828239457176717-0.46858951609490307*I,-3.0045561280605324-0.6940665338743275*I,-3.3504564371316423-0.7862503875614645*I,-3.6939098718367247-0.8244983750230921*I,-4.029660713405938-0.8565203405905243*I,-4.386127682211012-0.9034715860629111*I,-4.771971358988995-0.946569550402937*I
1441,0.721396537851,0.982851750298,-2.73659220839066-0.49338520267486996*I,-2.4960367120088405-0.508937091045018*I,-2.9144352380425214-0.7602218360654185*I,-3.2722975413561-0.8607688821310322*I,-3.609887034853205-0.900080232387092*I,-3.92266133503581-0.9363173425270512*I,-4.259465986862463-0.9965458365950784*I,-4.630020158111086-1.0475937995738658*I
1474,0.734291998891,0.948672662888,-2.740930969578432-0.5245607725919685*I,-2.456664436678349-0.5344169025561206*I,-2.8950157657304643-0.7750626551424403*I,-3.255655986635551-0.8762573115284884*I,-3.592575238059835-0.9151109337464438*I,-3.9001695184227554-0.9512485632002443*I,-4.232417432494694-1.0143098372253803*I,-4.599635797514376-1.0670463429250445*I
1476,0.684161960564,0.951174425588,-2.715971553109494-0.4126486205447323*I,-2.60753749076958-0.4719183512147605*I,-2.964982865962819-0.7226993735122588*I,-3.315801731088962-0.8196948434461094*I,-3.6561667161750484-0.8591380792232602*I,-3.9820139861806045-0.8938846878492187*I,-4.330082317090509-0.9467694446529819*I,-4.7092587594619815-0.9934235945285432*I
1485,0.678301360832,0.966520418653,-2.711712728876077-0.40152366718737126*I,-2.622694678710186-0.47015600392566337*I,-2.972254395508237-0.717403933958723*I,-3.3221163663530504-0.8136536841638037*I,-3.66299219881916-0.8529704139133074*I,-3.990677492900031-0.8873143091542635*I,-4.340311429226057-0.9391286112868882*I,-4.7207195353068245-0.9851414767361719*I
1486,0.700720481287,0.968667726961,-2.72660128625806-0.446597284348519*I,-2.560295813945264-0.4819916177877697*I,-2.94346537151321-0.7385024569926649*I,-3.2972175326972835-0.8373519339242224*I,-3.6362296704848522-0.8769448760355651*I,-3.9565793594443885-0.9126143992359538*I,-4.299942196107955-0.9686363095555233*I,-4.675460137446039-1.0171690926778516*I
1491,0.650336431596,0.958404333502,-2.688997861685395-0.35585659916071344*I,-2.6830182222954275-0.46859521411734195*I,-3.0046723342618957-0.6939829407410683*I,-3.350559391463463-0.7861499031047212*I,-3.694022977324473-0.8243924689193299*I,-4.029802586525385-0.8564045327833942*I,-4.38629382529844-0.9033378742421304*I,-4.772156932564038-0.94642509969273*I
1502,0.72683247019,0.947274038038,-2.7385950350834225-0.5063596275493668*I,-2.4791980492478056-0.5189243553465185*I,-2.9063771104396556-0.7663471515785695*I,-3.26539295250536-0.8672088845161291*I,-3.6026756464113117-0.9063542428278698*I,-3.913311791581604-0.9425995561131826*I,-4.248244211994374-1.0039998521025184*I,-4.617415573829824-1.0557469792265146*I
1504,0.70643200705,0.955507932292,-2.729737185229418-0.4590795465463118*I,-2.5428304425123023-0.48768536115573113*I,-2.9356946107473356-0.7442669248234066*I,-3.2905348502948377-0.8436593879904628*I,-3.6291192468545215-0.8832285466453027*I,-3.947459987709809-0.9191290431787434*I,-4.289093295005465-0.9762772731926005*I,-4.663285459251977-1.025484093560881*I
1505,0.713217054464,0.949110260791,-2.7330905117931974-0.47436228721003487*I,-2.52167130775139-0.496165401259741*I,-2.9262199062028915-0.7513425726667651*I,-3.2824008350081293-0.8513086730055872*I,-3.620509428933815-0.8907966258039686*I,-3.9363824217876786-0.9269018555299953*I,-4.275882296701423-0.9854220471075675*I,-4.648455010544396-1.0354494000461574*I
1506,0.707003965047,0.949520829991,-2.7300355293365137-0.46034931519877026*I,-2.5410600442364313-0.4883269619176514*I,-2.934906223305606-0.7448536583059168*I,-3.2898574952490174-0.8442975355386187*I,-3.6284003635218265-0.8838620901612717*I,-3.946536541438747-0.9197828810605231*I,-4.287993389400935-0.9770452960460894*I,-4.662050921348332-1.02632043073115*I
1508,0.728797080247,0.948610033224,-2.7392560814443234-0.5111099568091538*I,-2.4731882387040836-0.5228122637782656*I,-2.9034193135288175-0.7686070155668868*I,-3.2628585640536327-0.8695677709583147*I,-3.6000387441173407-0.9086434845673367*I,-3.9098860549033465-0.9448744612008106*I,-4.244124826462818-1.0067060303553232*I,-4.6127881162072555-1.058710252123719*I
1510,0.671946431663,0.95591338694,-2.7068477877470234-0.39003957636949416*I,-2.6381167251245823-0.46899844472836383*I,-2.9799453566098815-0.7118231849103552*I,-3.32881842423906-0.8072172634809759*I,-3.670262954773289-0.8463561352383085*I,-3.999882526562981-0.8802255428378519*I,-4.351160479374575-0.9308996164727363*I,-4.732868387466226-0.9762292873905839*I
1511,0.663658051994,0.955231137652,-2.70018644567272-0.3760167145790595*I,-2.6566641514441653-0.46835825704480105*I,-2.9896833389740927-0.7047818621510454*I,-3.337342717221903-0.7989924784406478*I,-3.679548194713715-0.8378388667165763*I,-4.0116036628081355-0.8710368616421039*I,-4.364947091796269-0.9202529321914279*I,-4.748296043905344-0.964708820883418*I
1512,0.677529898289,0.960957997607,-2.7111351166516178-0.400096781027919*I,-2.624623298090167-0.46997747555766667*I,-2.9731986872864953-0.7167176777286145*I,-3.3229379045140255-0.812866091783128*I,-3.6638820028469143-0.8521634520197344*I,-3.9918053124794812-0.8864517636733332*I,-4.3416417401462475-0.9381265438126183*I,-4.722209600915715-0.9840558175157434*I
1513,0.66356434223,0.953679527331,-2.7001094498997555-0.375864544588608*I,-2.6568640047154477-0.4683553834762525*I,-2.9897915894214004-0.7047037216777767*I,-3.337437735858782-0.7989005482813156*I,-3.679651925010938-0.8377432523117496*I,-4.011734393833453-0.8709333433413579*I,-4.365100688154692-0.920133105324276*I,-4.748467850869146-0.964579218879765*I
1514,0.697946215044,0.957055134715,-2.72497659435919-0.44066904962305875*I,-2.568604439017049-0.47967512950106955*I,-2.9471739030775126-0.7357628883059899*I,-3.300411377376057-0.8343298402959782*I,-3.639639265504996-0.8739200044272374*I,-3.9609431252164207-0.9094597868077601*I,-4.3051253773916125-0.9649433435999122*I,-4.681275223805784-1.0131538513337268*I
1518,0.67890854872,0.957103081437,-2.7121646694487-0.40265295681623775*I,-2.6211657726889546-0.47030466088630485*I,-2.9715090884901776-0.7179458004697344*I,-3.3214681993076245-0.8142748004438166*I,-3.662290461776424-0.8536063361499747*I,-3.9897877888936715-0.8879935710552241*I,-4.339261773408161-0.9399179068856787*I,-4.719543757176729-0.9859966956109819*I
1521,0.732926556037,0.96141964475,-2.7405384907727868-0.521196232927946*I,-2.4607272068578188-0.5314367570238016*I,-2.8971221251737007-0.773439595172378*I,-3.2574617298451014-0.8745821554994843*I,-3.5944421206713635-0.913494719865387*I,-3.9026027719513467-0.9496631811687661*I,-4.235352575087802-1.0124155505877965*I,-4.602933305239642-1.0649682207898856*I
1524,0.663580558577,0.966472797742,-2.7001227762485946-0.37589086705323327*I,-2.656829435766805-0.46835587478805785*I,-2.9897728597446527-0.704717241486654*I,-3.3374212951471494-0.7989164550072871*I,-3.6796339765987502-0.8377597971823086*I,-4.011711773826226-0.870951256447684*I,-4.365074112093152-0.92015384033539*I,-4.748438124029676-0.9646016453053554*I
1532,0.732581858102,0.961028369958,-2.7404369474447696-0.520349156994469*I,-2.461757590488566-0.5306942546753166*I,-2.897651955510696-0.7730318591956571*I,-3.2579158920394216-0.8741606314752653*I,-3.5949121138831446-0.9130876832435763*I,-3.903215055854571-0.9492631086950706*I,-4.236090794512767-1.011937852521041*I,-4.603762653336629-1.064444313418616*I
1537,0.712671141924,0.962103294062,-2.7328357616524253-0.47311535338791705*I,-2.523382841575654-0.495412258349422*I,-2.926992182992893-0.7507638041174891*I,-3.283063373060353-0.850686739056576*I,-3.6212088297183707-0.8901833915334244*I,-3.9372837397170386-0.9262751665616656*I,-4.276958580275612-0.9846835259794529*I,-4.64966341180012-1.0346440203136715*I
1543,0.683947277508,0.964579740903,-2.7158197527599013-0.4122323797826105*I,-2.6081083273093286-0.47184004667386054*I,-2.9652523221429448-0.7225027824594684*I,-3.316035376287985-0.8194717071808194*I,-3.656418819152349-0.8589109621481472*I,-3.9823343673635-0.8936434514318161*I,-4.330460918911875-0.9464886568745193*I,-4.7096830473927636-0.9931191143170652*I
1546,0.69362600332,0.965105254087,-2.7223176899221886-0.43162262952898167*I,-2.5812587983747135-0.4766099736782156*I,-2.952864839458866-0.7315724174405809*I,-3.3053192256735175-0.8296760800298039*I,-3.6448924927777937-0.8692436995172107*I,-3.967655023189625-0.9045603479170409*I,-4.313087609280902-0.9592162374848394*I,-4.690206081392046-1.006931175328831*I
1549,0.7050931707,0.962518343803,-2.7290276020235997-0.4561210914409909*I,-2.5469612643954807-0.48623518764272666*I,-2.9375327423655504-0.7429003334339461*I,-3.2921145373280667-0.8421703063906618*I,-3.6307971039163727-0.8817486486602795*I,-3.949614246911119-0.917599565944938*I,-4.291658249027251-0.9744815262708016*I,-4.666164221577623-1.0235290290068007*I
1552,0.667106284833,0.965756544689,-2.702995476081445-0.3817160899804372*I,-2.649158999016269-0.46852591936036336*I,-2.985671544412526-0.707679718640111*I,-3.3338254226072848-0.8023915258542192*I,-3.675711943233087-0.8413676875162006*I,-4.006765583192669-0.8748517901414745*I,-4.359260170132691-0.9246706381642023*I,-4.741933727591116-0.9694878003867976*I
1557,0.666109563598,0.965348130149,-2.702188567472424-0.38004875007316613*I,-2.651358851451067-0.468464470974505*I,-2.986836893190007-0.706837544454401*I,-3.3348463105827237-0.8014057410930469*I,-3.676824697395661-0.8403455584584291*I,-4.008169587416867-0.8737479209699912*I,-4.360911039724538-0.9233919934940497*I,-4.743780886180202-0.9681044088436301*I
1566,0.742719122058,0.95381598122,-2.7430144605546545-0.5456350564908493*I,-2.432326462322987-0.5540768043625321*I,-2.8817448794021536-0.7853673635237556*I,-3.24426809468292-0.8867919290238707*I,-3.5808695137449096-0.9252272201280379*I,-3.8848702399568906-0.9610513699262937*I,-4.21390846515006-1.026071743352765*I,-4.5788409540670445-1.0799720621261266*I
1567,0.667078034747,0.963447262625,-2.702972665542746-0.38166861082601383*I,-2.64922169382812-0.46852402310352975*I,-2.9857046384276527-0.707655797523478*I,-3.33385440507614-0.8023635487041657*I,-3.6757435256591897-0.8413386934408539*I,-4.006805439384925-0.8748204902615591*I,-4.359307040259489-0.9246343784639922*I,-4.74198617311695-0.9694485682037438*I
1582,0.73600266126,0.962919306446,-2.7414008069486746-0.528796095516574*I,-2.4516187015341426-0.5382358870975993*I,-2.892359749678034-0.7771140589383683*I,-3.253378494090253-0.8783682452636139*I,-3.590224773115746-0.9171445270618198*I,-3.8971033188120714-0.9532360411636752*I,-4.228715528771275-1.0166875521534502*I,-4.595476789236357-1.0696561761890473*I
1585,0.689333224495,0.961937424724,-2.7195250634891703-0.4228678684408511*I,-2.5934408233514232-0.474164300697334*I,-2.958419959127471-0.7274968389208113*I,-3.3101187718511635-0.8251131898355689*I,-3.650045588312017-0.8646369221139297*I,-3.9742257124790736-0.8997081180997748*I,-4.320870904951477-0.9535537903676491*I,-4.698933587461508-1.000783508726063*I
1587,0.659981128739,0.964737208323,-2.697142525444471-0.3701549670925492*I,-2.6643464534000767-0.4683037508770072*I,-2.993900418908516-0.7017396289699743*I,-3.3410487946836076-0.7954026679230578*I,-3.6835977103386957-0.8340983578370728*I,-4.01670385094871-0.866981318264595*I,-4.370936565279508-0.9155602716649304*I,-4.7549943952534415-0.9596342532439834*I
1589,0.724424333574,0.958634939348,-2.7377394291857082-0.5005806822794483*I,-2.4866243669104025-0.5143574671603406*I,-2.9099695554836793-0.7636107880162841*I,-3.2684710224216134-0.8643403939435622*I,-3.6058855612938747-0.9035641185434015*I,-3.91747689705895-0.9398142200497644*I,-4.253247087613856-1.0006915961391896*I,-4.623035178434508-1.0521268252350584*I
1593,0.681339795316,0.965884849247,-2.713949985044115-0.4072292237383475*I,-2.614947431375642-0.47097558754893887*I,-2.9685062186333857-0.7201310344253551*I,-3.318858921896971-0.8167728053543571*I,-3.6594681383636427-0.8561597163523426*I,-3.9862071687103335-0.8907168064338953*I,-4.335035518651478-0.943083718963103*I,-4.714809072044037-0.989427653155449*I
1594,0.721358277459,0.96221169366,-2.736577199574102-0.49329479146271327*I,-2.496156082376506-0.5088709402837179*I,-2.9144913064204947-0.7601793734227185*I,-3.2723455886950163-0.8607239973987684*I,-3.609937355946293-0.9000363774581154*I,-3.9227264778143813-0.9362731928352015*I,-4.259544070031239-0.9964935469093994*I,-4.6301078557081174-1.047536650212792*I
1598,0.659936202885,0.96955978807,-2.6971050659973446-0.370084736103245*I,-2.6644383205177937-0.4683037721537345*I,-2.9939515613963184-0.7017027566934287*I,-3.3410937971529147-0.7953590239365704*I,-3.68364692882746-0.834052795396414*I,-4.0167657967580945-0.8669318455936726*I,-4.371009277584634-0.9155030492715533*I,-4.755075697430198-0.9595723850652605*I
1616,0.744102205318,0.961399807139,-2.743301900888417-0.5491430260352695*I,-2.428462841867884-0.5574920108204399*I,-2.8795215315349436-0.7871074175307209*I,-3.242357711011122-0.8885542089217833*I,-3.578917500248923-0.9269119754251397*I,-3.8823119729310127-0.9626627653331626*I,-4.210803944086217-1.0280138731280957*I,-4.575353008273703-1.0821102715603241*I
1618,0.707072352391,0.956981179789,-2.730071009064253-0.460501372118964*I,-2.5408481503172347-0.488404566387864*I,-2.93481183240715-0.7449239299366591*I,-3.2897764050291394-0.8443739177052215*I,-3.628314324581358-0.8839378944735127*I,-3.9464260015564205-0.9198610759548572*I,-4.2878617100874505-0.9771371612307794*I,-4.661903121466149-1.0264204742891678*I
1620,0.673752331729,0.958425386784,-2.7082541606176638-0.39323992043559525*I,-2.6338416943282823-0.4692588440728751*I,-2.9777799571524617-0.7133925338897189*I,-3.326928886026912-0.8090345368568973*I,-3.668210384757167-0.8482281496941427*I,-3.9972863306747866-0.8822361583922191*I,-4.348102591642136-0.9332321880418671*I,-4.729444855656921-0.9787547781463002*I
1622,0.741628344353,0.958298274861,-2.7427770897598274-0.5428780596141742*I,-2.4354005380786496-0.5514182865720038*I,-2.8834892338921474-0.7840049683931876*I,-3.2457663210488827-0.8854088637038106*I,-3.582402767826747-0.9239035494245794*I,-3.8868783017366537-0.9597809697921775*I,-4.216343320388714-1.0245424120937023*I,-4.581576540385792-1.0782891358512268*I
1623,0.718762568371,0.96876496814,-2.7355289635874174-0.4871916440471068*I,-2.504273182943111-0.5045221305441304*I,-2.9182742646982804-0.7573192914354857*I,-3.275587716113391-0.8576929961045751*I,-3.6133372665139047-0.8970707458910985*I,-3.927124656957674-0.9332802340518792*I,-4.264812686222558-0.9929517135315034*I,-4.636024928246846-1.04366704917073*I
1632,0.69200323197,0.964464672877,-2.7212793206717327-0.42828502183552264*I,-2.5859124454165006-0.4756186306820247*I,-2.9549763745651747-0.7300215901210158*I,-3.307142476640055-0.8279441259982661*I,-3.6468482366925414-0.8674976422914272*I,-3.970150318532956-0.9027241854283768*I,-4.316044717751227-0.957072405529905*I,-4.6935222446755755-1.004603097820348*I
1636,0.698858081899,0.968657629899,-2.725517836580202-0.44260754424494525*I,-2.56588806565849-0.4804054325657026*I,-2.945959656789049-0.7366590899956184*I,-3.299365290682382-0.8353202222091485*I,-3.638521721729337-0.8749123190577366*I,-3.959513486428365-0.910495952570472*I,-4.303427857322221-0.9661558525079419*I,-4.679370864798681-1.0144719311270858*I
1641,0.680041169581,0.963322591783,-2.7130012777917756-0.4047740700364865*I,-2.6182880579470957-0.47060179841816124*I,-2.9701138811303784-0.7189607033585743*I,-3.3202554287843644-0.8154363240621835*I,-3.6609781477086956-0.8547944384878288*I,-3.9881233462450116-0.8892615426290094*I,-4.337297590468489-0.9413916578718241*I,-4.717343400094325-0.9875937301313513*I
1642,0.665886695754,0.966318755822,-2.7020075597583504-0.3796781386208288*I,-2.6518473302609236-0.4684522346878983*I,-2.9870968266705322-0.7066497419283088*I,-3.3350741122033196-0.8011856855494174*I,-3.677073077786422-0.8401172457343848*I,-4.008482904837049-0.8735012229471217*I,-4.3612793879433776-0.9231062763056213*I,-4.744193006031818-0.9677953061153567*I
1657,0.737670124035,0.961444301902,-2.7418355656264177-0.5329456925704199*I,-2.446750009095939-0.5420464075782122*I,-2.8897523593278387-0.7791331803318272*I,-3.251142004743046-0.8804391724245122*I,-3.5879211598836194-0.9191363344485155*I,-3.8940953759127908-0.9551746126492832*I,-4.225080355375934-1.0190100572854133*I,-4.591392687777729-1.0722069136483634*I
1665,0.720066567131,0.958364651267,-2.7360629584244776-0.4902500732453566*I,-2.500191220292157-0.506672440229789*I,-2.9163789702895877-0.7587510172601383*I,-3.2739632884279843-0.8592122046341412*I,-3.6116327137589628-0.898558221095726*I,-3.9249203951995235-0.9347832273642421*I,-4.262172978378492-0.9947296190643855*I,-4.633060395921959-1.0456091422000968*I
1675,0.674504579778,0.959857035428,-2.7088345947633754-0.3945879586958172*I,-2.632035806519817-0.4693824588481869*I,-2.9768732660954313-0.714050079446598*I,-3.3261383131948343-0.8097942570107616*I,-3.6673522230324207-0.849009697829567*I,-3.9962003204873633-0.8830745782199113*I,-4.346822991922455-0.9342051941116747*I,-4.728012079241627-0.979808426800216*I
1676,0.730047718803,0.963385192363,-2.7396597132153584-0.5141503132774587*I,-2.4693884116007476-0.5253608228084811*I,-2.9015236836239864-0.7700586809775158*I,-3.261234164915629-0.8710782994643061*I,-3.5983515432366793-0.910107000747069*I,-3.9076921572753363-0.9463237790013733*I,-4.241484479568791-1.0084321384151675*I,-4.609822011590536-1.060601291757075*I
1677,0.678965379534,0.962747091427,-2.712206847650832-0.4027589349200704*I,-2.6210221782045418-0.470318949120834*I,-2.971439235639197-0.7179965962442145*I,-3.321407462123361-0.8143329907044696*I,-3.6622247178901115-0.8536658923410965*I,-3.989704423203357-0.8880571651508941*I,-4.33916341053588-0.9399918098284571*I,-4.719433572242478-0.986076774726211*I
1683,0.68784123993,0.963415044696,-2.7185205340818537-0.41988198006163446*I,-2.5975750271239257-0.47344232241659534*I,-2.9603277885540535-0.7261003382094056*I,-3.311769315182504-0.8235412664044609*I,-3.6518212385664484-0.8630448344074422*I,-3.9764868342552138-0.8980255123187535*I,-4.323546760502978-0.951592298855531*I,-4.7019334112461335-0.9986549805633441*I
1686,0.676167446112,0.96171023436,-2.7101059294908842-0.3975986670642064*I,-2.627991235622794-0.4696894111482918*I,-2.9748591342579185-0.7155117034197828*I,-3.3243833861770584-0.8114794072415075*I,-3.665448586839437-0.8507410448170514*I,-3.9937900607245593-0.8849297975085559*I,-4.343982108030311-0.9363589321509029*I,-4.7248307718248785-0.9821410282727926*I
1691,0.719615446956,0.958238623606,-2.735879913576096-0.48919025880682193*I,-2.501602539879072-0.5059206467686878*I,-2.9170358208403884-0.7582545540796611*I,-3.2745262413226888-0.858685844363315*I,-3.612223192035494-0.8980430913236925*I,-3.9256841551999937-0.9342631331985064*I,-4.263087797168877-0.9941142320378069*I,-4.634087802043916-1.0449368472968805*I
1693,0.661433930675,0.960572931137,-2.6983505688736718-0.3724442149657636*I,-2.6613498840507064-0.4683115996519238*I,-2.9922416175808078-0.7029358579709287*I,-3.339589893923498-0.7968168325289217*I,-3.6820027245828375-0.8355735625232158*I,-4.014695867408428-0.8685821865578207*I,-4.368579136154598-0.9174121966159284*I,-4.752358262287138-0.96163667607922*I
1696,0.654835473428,0.96212487926,-2.6928184615661235-0.3623310921902203*I,-2.6745652898667873-0.4683957444704524*I,-2.9996988647612612-0.6975620895971187*I,-3.3461601475869696-0.7904372725544634*I,-3.689194791903946-0.828901391434277*I,-4.023741795955434-0.8613273571873892*I,-4.379192502708679-0.9090239226159514*I,-4.76422311760228-0.9525688664605141*I
1699,0.706577283935,0.967911712658,-2.729813236638982-0.4594017342807746*I,-2.542381069122917-0.4878470690893851*I,-2.9354945387701052-0.7444157884158863*I,-3.2903629452259993-0.8438213628482337*I,-3.6289367700896245-0.8833893907853035*I,-3.9472256114198303-0.9192950928073117*I,-4.288814155692663-0.9764723009658399*I,-4.662972155940189-1.0256964586741728*I
1721,0.683821293611,0.961649728277,-2.715730516597934-0.41198841743770276*I,-2.6084427699839154-0.47179461499756586*I,-2.965410338557462-0.7223875095861464*I,-3.316172404301588-0.8193408286627663*I,-3.656566688339537-0.8587777241175409*I,-3.9825222706107355-0.893501904516524*I,-4.330682956815385-0.9463239120918897*I,-4.709931875283011-0.9929404732473297*I
1723,0.699893637035,0.96735261049,-2.72612392771623-0.44482094908855213*I,-2.562785697679143-0.48127153910312237*I,-2.944575130408644-0.7376819019233578*I,-3.298172936490364-0.8364484291435011*I,-3.6372488579888014-0.8760415119442957*I,-3.957884382544761-0.9116735188485869*I,-4.30149281872884-0.967534399488136*I,-4.67719991059817-1.0159707912924176*I
1724,0.737955670839,0.958162930287,-2.741907733701232-0.5336583733285379*I,-2.4459213346618482-0.5427073899802812*I,-2.889304017336992-0.7794809003447173*I,-3.2507573618612837-0.8807951420580643*I,-3.5875254286701375-0.9194783865792135*I,-3.8935783657227763-0.9555067068677222*I,-4.224455170666915-1.0194082574107861*I,-4.590690290744164-1.0726443967434978*I
1727,0.676552943845,0.961080912233,-2.7103982917725427-0.3983026479070027*I,-2.627043238486863-0.46976747668512336*I,-2.9743902548440624-0.7158521537377646*I,-3.323975093419674-0.8118712127257541*I,-3.6650059599627896-0.8511431532274905*I,-3.9932293986225535-0.885360254387096*I,-4.343321082234935-0.9368587954195186*I,-4.724090466825701-0.9826824766519947*I
1732,0.700131116942,0.96430155232,-2.7262616303223415-0.44533031820597707*I,-2.562071708004841-0.48147574213638705*I,-2.944256783414731-0.7379172209905297*I,-3.2978988392829613-0.8367076822867855*I,-3.636956395455084-0.8763008092176414*I,-3.95750995161326-0.9119436927422376*I,-4.301047969502775-0.9678507722842555*I,-4.6767008062568305-1.0163148190062241*I
1750,0.748951657934,0.955808443119,-2.7441920107469966-0.561548382885426*I,-2.415224735983042-0.5698292231224114*I,-2.8716228423616665-0.793321806194276*I,-3.235563056060925-0.8948107083193467*I,-3.572002669277903-0.9328773904458385*I,-3.8732338664220336-0.968316822065445*I,-4.199763853966939-1.0348498056418869*I,-4.562949761957151-1.0896458380741476*I
